"Track No.","Track Name",Artists,Genres,Popularity,Valence,Danceability,Energy,Liveness,Instrumentalness,Loudness,Speechiness,Acousticness,Tempo,Duration_ms
11,Feelin,"Florian Kupfer","lo-fi house/outsider house",28,0.721,0.692,0.943,0.0966,0.863,6.564,0.0419,0.0129,121.245,453828
12,Regret,"Shinichi Atobe","art pop/detroit techno/dub techno/float house/fluxwork/mandible/microhouse/minimal techno/outsider house",41,0.718,0.768,0.475,0.367,0.892,18.621,0.0784,0.8,119.909,587301
13,"Water Soaked In Forever",Khotin,"float house/fluxwork/lo-fi house/microhouse/outsider house",29,0.163,0.398,0.42,0.356,0.639,16.884,0.273,0.693,149.897,370476
14,"Red Line II (127 Sätra C)","Varg/Yung Lean","float house/fluxwork/mandible/outsider house",31,0.0704,0.572,0.798,0.121,0.491,13.183,0.0431,0.115,129.986,500292
15,"Taken Effect",Shed,"bass music/detroit techno/dub techno/float house/microhouse/minimal dub/minimal techno/outsider house/tech house/techno",38,0.561,0.77,0.874,0.0879,0.937,10.856,0.0765,0.0357,119.98,296006
16,"Vaporware 01","Donato Dozzy","detroit techno/dub techno/float house/fluxwork/mandible/microhouse/minimal dub/minimal tech house/minimal techno/outsider house/tech house/techno",33,0.0373,0.362,0.603,0.407,0.983,14.474,0.0492,0.72,130.038,349951
17,Rev8617,"Skee Mask","art pop/bass music/electronic/float house/fluxwork/future garage/intelligent dance music/mandible/microhouse/minimal techno/outsider house",43,0.0932,0.453,0.645,0.158,0.823,12.358,0.0527,0.117,134.968,224349
18,"Motor System","Lee Gamble","bass music/fluxwork/mandible/outsider house",19,0.0601,0.715,0.906,0.129,0.559,7.942,0.0848,1.45E-5,135.018,269680
19,OTT,"Anthony Naples","float house/outsider house",28,0.0379,0.794,0.945,0.0987,0.918,6.013,0.0552,0.000405,119.996,510620
20,"Let Me Be Me","The Other People Place","acid house/chicago house/deep house/detroit techno/dub techno/electro/float house/fluxwork/intelligent dance music/microhouse/minimal techno/outsider house/techno",38,0.319,0.726,0.52,0.109,0.866,11.816,0.0528,0.00562,130.686,466413
21,Life,"Galcher Lustwerk","float house/fluxwork/microhouse/outsider house",43,0.54,0.811,0.689,0.0945,0.91,10.768,0.0601,0.00216,123.027,301773
22,"Worst Ever Contender",Rezzett,"fluxwork/outsider house",31,0.36,0.335,0.794,0.102,0.924,12.506,0.0462,0.314,152.301,346836
23,"Some Things Can Happen Just Like This",Raime,"bass music/dub techno/fluxwork/mandible/microhouse/outsider house",29,0.153,0.624,0.198,0.0851,0.766,16.642,0.128,0.595,132.845,273705
24,"Clear Collar","Jahiliyya Fields","outsider house",3,0.379,0.707,0.768,0.137,0.915,10.224,0.0584,0.000457,131.411,424146
25,"Las Palmas","Dj Python","float house/fluxwork/outsider house",32,0.388,0.755,0.637,0.115,0.881,10.626,0.0332,0.000965,114.021,244000
26,"Arpo Sunk","Call Super","bass music/float house/fluxwork/microhouse/outsider house",32,0.231,0.378,0.334,0.0657,0.446,11.066,0.0593,0.853,101.492,323362
27,"Glassbeadgames - 8 Hours at Fabric Dub","Martyn/Four Tet","bass music/broken beat/detroit techno/drum and bass/dub techno/dubstep/electro/float house/fluxwork/future garage/intelligent dance music/microhouse/minimal tech house/minimal techno/outsider house/tech house/techno/uk garage/wonky",35,0.356,0.845,0.564,0.0753,0.714,11.955,0.102,0.0275,123.979,481690
28,"The Shit Baby","Omar S/D Taylor","acid house/chicago house/deep house/deep soul house/detroit techno/electro/float house/minimal tech house/outsider house/tech house/techno",41,0.869,0.805,0.602,0.26,0.803,10.572,0.0606,0.0197,125.126,413315
29,"Drain This Lord",SHXCXCHCXSH,"dub techno/float house/mandible/minimal dub/outsider house",30,0.472,0.565,0.8,0.821,0.469,8.854,0.0403,3.84E-5,130,298324
30,Bring,Randomer,"bass music/float house/fluxwork/future garage/minimal dub/outsider house",44,0.197,0.978,0.481,0.0903,0.643,7.51,0.242,0.00785,124.998,294874
31,Materialeyez,Xosar,"outsider house",13,0.426,0.888,0.542,0.163,0.945,11.993,0.152,0.593,106.016,246290
32,Vanguard,"DJ Richard","float house/fluxwork/mandible/microhouse/outsider house",30,0.0396,0.724,0.934,0.0927,0.963,10.328,0.0412,1.51E-6,109.998,389909
33,"Waters Rising","Djrum/Lola Empire","bass music/float house/fluxwork/future garage/microhouse/minimal techno/outsider house/substep/wonky",37,0.0434,0.384,0.713,0.556,0.436,11.337,0.0582,0.000336,108.106,379167
34,Tahoe,"Dedekind Cut","ambient/art pop/drone/fluxwork/fourth world/mandible/outsider house/sound art/vaporwave",28,0.0304,0.168,0.053,0.0607,0.845,27.585,0.0477,0.908,86.397,299816
35,"日出東方 唯我不敗",Tzusing,"chinese electronic/escape room/fluxwork/mandible/outsider house",38,0.167,0.558,0.729,0.105,0.894,10.958,0.0341,0.000694,119.965,311541
36,Syncope,"Steve Hauschildt/GABI","ambient/art pop/chamber psych/chillwave/compositional ambient/drift/drone/dub techno/experimental pop/fluxwork/fourth world/freak folk/hauntology/intelligent dance music/mandible/microhouse/minimal techno/outsider house/sound art/vaporwave/warm drone",43,0.416,0.539,0.655,0.152,0.891,14.259,0.0346,0.44,126.003,324899
37,"Deep into Memory",Svengalisghost,"outsider house",10,0.832,0.713,0.771,0.112,0.905,9.124,0.0509,0.0787,112.986,520400
38,"Pop 1",GAS,"ambient/art pop/compositional ambient/dark jazz/detroit techno/drone/dub techno/electronic/experimental/fluxwork/fourth world/freak folk/intelligent dance music/mandible/microhouse/minimal techno/outsider house/sound art/warm drone",37,0.426,0.0748,0.041,0.089,0.948,18.582,0.0405,0.924,82.531,311560
39,Curzon,"Demdike Stare","bass music/drone/dub techno/fluxwork/hauntology/intelligent dance music/mandible/microhouse/outsider house",28,0.116,0.478,0.929,0.0877,0.902,8.348,0.0759,0.00062,122.377,321707
40,Spur,"Helena Hauff","art pop/chamber psych/detroit techno/electro/electronic/float house/fluxwork/mandible/microhouse/minimal techno/outsider house",37,0.505,0.63,0.608,0.0914,0.864,8.171,0.0317,0.0125,127.989,258799
41,"Shadows Show Violet","Croatian Amor/Varg","fluxwork/mandible/outsider house",29,0.0412,0.253,0.508,0.354,0.906,11.672,0.0383,0.142,128.096,282966
42,"AS Too Wrong","Amnesia Scanner","art pop/bass music/escape room/finnish electronic/fluxwork/mandible/outsider house",38,0.143,0.574,0.817,0.354,0.0202,5.805,0.0508,0.00578,102.01,254500
43,"Seven Peaceful Deities",Surgeon,"acid house/detroit techno/dub techno/electro/intelligent dance music/mandible/microhouse/minimal dub/minimal techno/outsider house/techno",46,0.172,0.604,0.375,0.095,0.953,14.073,0.0388,0.992,104.995,138753
44,"Calm Down","Answer Code Request","dub techno/float house/minimal dub/minimal techno/outsider house/techno",28,0.7,0.65,0.541,0.0951,0.918,9.336,0.0349,0.00572,129.971,354711
45,Tendency,"Jan Jelinek","ambient/art pop/bass music/compositional ambient/dark jazz/drone/dub techno/electronic/electronica/float house/fluxwork/fourth world/glitch/intelligent dance music/mandible/microhouse/minimal techno/ninja/outsider house/sound art/warm drone",38,0.469,0.751,0.468,0.111,0.91,14.386,0.0481,0.593,123.014,441227
46,"Peace of Mind (Electrosoul)","Claro Intelecto","detroit techno/dub techno/electro/float house/intelligent dance music/microhouse/minimal techno/outsider house/techno",36,0.0322,0.74,0.932,0.168,0.91,7.36,0.0402,0.372,129.999,372925
47,"Lines Describing a Circle","Peder Mannerfelt","fluxwork/mandible/outsider house",20,0.0854,0.551,0.397,0.178,0.919,17.82,0.0335,0.396,122.064,347050
48,"Who I Will Become","Octo Octa","bass music/float house/outsider house",36,0.158,0.659,0.779,0.148,0.849,11.893,0.0528,0.00441,117.997,367560
49,100,"Dean Blunt","art pop/escape room/experimental pop/fluxwork/outsider house",42,0.482,0.613,0.807,0.267,0.0645,6.47,0.0246,0.000406,102.204,200907
50,"Theme from Q",Objekt,"bass music/float house/fluxwork/future garage/outsider house",39,0.599,0.8,0.795,0.105,0.713,7.928,0.0733,0.00388,123.01,440253
51,Terrazzo,"Visible Cloaks/Motion Graphics","bass music/float house/future garage/outsider house",41,0.117,0.247,0.221,0.24,0.911,17.644,0.0362,0.813,95.141,220800
52,Q1.1/I,"Basic Channel","art pop/chamber psych/escape room/fluxwork/freak folk/indie r&b/mandible/outsider house",23,0.159,0.758,0.742,0.175,0.88,10.173,0.0463,0.0215,125.06,473983
53,"Look How Hard I've Tried",Barker,"ambient/art pop/art rock/bass music/chamber psych/compositional ambient/dark jazz/dream pop/drift/drone/electronic/escape room/experimental/experimental rock/fluxwork/fourth world/freak folk/intelligent dance music/mandible/microhouse/neo-psychedelic/noise pop/noise rock/outsider house/post-rock/slow core/sound art/vaporwave/warm drone",24,0.905,0.714,0.98,0.0905,0.766,9.25,0.0469,0.581,89.99,316754
54,Inclined,Eartheater,"outsider house",33,0.103,0.655,0.776,0.0895,0.0147,12.285,0.187,0.0239,119.954,152000
55,Bloodline,"Steven Julien/Funkineven","acid house/chicago house/deep house/deep soul house/detroit techno/electro/float house/hip house/outsider house/techno",19,0.0666,0.747,0.726,0.108,0.889,7.136,0.0744,0.000135,129.366,323916
56,"Waste Your Time","Willie Burns","outsider house",12,0.422,0.801,0.954,0.0827,0.861,6.647,0.0524,0.0328,126.001,306664
57,"Breaking the Flesh","Broken English Club","fluxwork/lo-fi house/outsider house",26,0.0887,0.691,0.99,0.108,0.865,6.034,0.062,0.00532,122.017,334907
58,"Blue Dream","Hype Williams","acid house/detroit techno/electro/minimal techno/outsider house/techno",38,0.68,0.624,0.563,0.155,0.783,9.099,0.0373,0.245,165.29,163907
59,U,"DJ Seinfeld","acid house/chicago house/deep house/detroit techno/dub techno/electro/float house/microhouse/minimal dub/minimal tech house/minimal techno/outsider house/tech house/techno",51,0.453,0.721,0.838,0.0445,0.749,7.579,0.0428,0.0447,125.999,368000
60,Pith,Pariah,"escape room/fluxwork/mandible/outsider house",27,0.0879,0.0989,0.122,0.108,0.758,21.726,0.0356,0.231,85.603,292151
61,"The Workers Are on Strike","Karen Gwyer","fluxwork/mandible/outsider house",22,0.323,0.729,0.871,0.0613,0.824,8.212,0.0338,0.00364,136.014,431103
62,"To the Disco ‘77","Move D","detroit techno/dub techno/float house/intelligent dance music/microhouse/minimal techno/outsider house/techno",39,0.504,0.728,0.728,0.112,0.877,9.659,0.0359,0.0162,120.01,419098
63,"5th Floor","Two Dogs in a House","darkstep/dub techno/mandible/minimal dub/outsider house/techno",6,0.31,0.768,0.799,0.0707,0.944,8.723,0.0397,0.00598,118.013,326639
64,Drain,Container,"outsider house",17,0.384,0.532,0.753,0.626,0.833,14.789,0.0659,8.64E-5,160.043,276000
65,Gilded,"Sarah Davachi","bass music/dubstep/fluxwork/future garage/outsider house/uk garage/wonky",34,0.0307,0.242,0.18,0.0986,0.937,21.176,0.0457,0.937,68.985,210716
66,"Speed and Violence","Silent Servant","ambient/art pop/art rock/bass music/chamber psych/chillwave/compositional ambient/dream pop/drone/electronic/escape room/experimental/experimental pop/experimental rock/fluxwork/fourth world/freak folk/hauntology/indie r&b/indietronica/intelligent dance music/mandible/microhouse/neo-psychedelic/noise pop/noise rock/outsider house/post-rock/vaporwave/wonky",27,0.358,0.577,0.829,0.25,0.893,6.908,0.0397,0.00106,115.013,384185
67,"Laugh Taker","Ron Morelli","outsider house",17,0.327,0.771,0.851,0.0931,0.87,6.164,0.0588,2.97E-6,130.997,398475
68,"24 Hour Flight","Marcos Cabral","ambient/art pop/chamber psych/drone/experimental pop/fluxwork/fourth world/freak folk/mandible/outsider house",7,0.343,0.69,0.706,0.147,0.596,10.618,0.0531,0.206,119.997,353893
69,Moment,"Matt Karmil",mandible,31,0.515,0.808,0.461,0.356,0.156,12.324,0.289,0.0279,115.97,405278
70,24x33,"Betonkust/Palmbomen II","detroit techno/mandible/minimal dub/outsider house/techno",33,0.251,0.636,0.637,0.18,0.000779,11.314,0.0636,0.0157,97.994,328267
71,"It's Just (House of Dupree)","Leon Vynehall","outsider house",50,0.394,0.77,0.711,0.133,0.0052,9.19,0.308,0.0212,121.444,525467
72,"Flowers in May","Kassem Mosse/Simone White","bass music/dubstep/future garage/outsider house",18,0.586,0.87,0.444,0.101,0.105,12.566,0.0949,0.16,111.005,582285
73,"Verisone Antica","Gunnar Haslam","abstract/acid house/ambient/art pop/bass music/british experimental/dark jazz/detroit techno/drill and bass/drone/dub techno/electro/electronic/experimental/experimental rock/fluxwork/fourth world/glitch/industrial/intelligent dance music/mandible/microhouse/minimal techno/ninja/outsider house/techno/trip hop/vaporwave/wonky",14,0.0596,0.676,0.748,0.0967,0.345,10.994,0.0396,0.242,126.575,395332
74,Closer,"Project Pablo","acid house/broken beat/chicago house/deep house/deep soul house/detroit techno/electro/float house/minimal tech house/outsider house/techno",48,0.223,0.731,0.945,0.135,0.916,7.84,0.0566,0.171,122.02,417738
75,Mainframe,"Pye Corner Audio","alternative dance/bass music/deep house/electronic/float house/future garage/indietronica/microhouse/minimal techno/new rave/outsider house/tech house/wonky",39,0.523,0.358,0.145,0.0735,0.45,13.229,0.0377,0.989,71.837,267468
76,"Cheek Bones","James Ferraro","art pop/escape room/fluxwork/outsider house",27,0.256,0.475,0.266,0.21,0.534,19.015,0.156,0.172,97.998,285500
77,Blindsided,"Torn Hawk","float house/fluxwork/outsider house",8,0.21,0.391,0.781,0.149,0.712,7.139,0.0379,0.00044,92.88,402618
78,"U-Don't No","RP Boo","bass music/float house/outsider house",23,0.147,0.518,0.57,0.103,0.0136,9.221,0.0654,0.0316,116.341,286511
79,Basilisk,Vapauteen,"outsider house",4,0.82,0.682,0.706,0.304,0.713,5.789,0.14,0.00168,94.807,291374
80,"Under Marble","Phase Fatale","deep soul house/outsider house",27,0.0747,0.701,0.887,0.464,0.744,8.525,0.0442,0.00285,130.004,346000
81,"What You Think You Want","Person Of Interest","balearic/bass music/deep house/deep soul house/float house/future garage/microhouse/minimal tech house/minimal techno/tech house",18,0.311,0.865,0.787,0.0974,0.835,9.12,0.112,0.234,124.005,431574
82,"Licking An Orchid","Yves Tumor/James K","float house/lo-fi house",56,0.628,0.67,0.528,0.102,0.00117,9.372,0.0323,0.0565,87.965,278311
83,"Egyptian Journalists Syndicate","Vatican Shadow","fluxwork/mandible/outsider house",48,0.0358,0.701,0.697,0.19,0.864,12.525,0.0404,0.0108,130.019,420923
84,"Inform to Resist",Hazylujah,"art pop/chamber psych/experimental pop/fluxwork/mandible",1,0.252,0.502,0.929,0.0677,0.941,5.486,0.045,0.0105,126.002,465660
85,"Touch Absence","Lanark Artefax","fluxwork/outsider house",36,0.634,0.769,0.988,0.272,0.814,6.808,0.0609,0.00589,124.948,351542
86,"Speechless Tape",NGLY,"outsider house",16,0.522,0.565,0.998,0.0682,0.848,3.682,0.0506,0.0118,120.002,307008
87,Unfold,"Gábor Lázár","outsider house",18,0.186,0.808,0.483,0.0535,0.852,11.802,0.135,0.00265,128.983,244989
88,Mazdâ,"Aisha Devi","minimal dub/outsider house",32,0.292,0.311,0.459,0.0864,0.0889,11.093,0.0723,0.782,85.025,333651
89,"Night Drive","KWC 92","outsider house",12,0.242,0.726,0.506,0.102,0.741,17.942,0.0483,0.00897,122.011,334360
90,"Oral Couture",JASSS,"bass music/deep house/downtempo/electronic/float house/fluxwork/future garage/intelligent dance music/lo-fi house/microhouse/outsider house/vaporwave/wonky",23,0.0358,0.614,0.806,0.0993,0.882,6.611,0.0364,0.000106,129.97,393439
91,"Elegant, And Never Tiring","Lorenzo Senni","art pop/chamber psych/float house/fluxwork/grave wave/outsider house",31,0.177,0.281,0.716,0.372,0.833,12.042,0.0583,0.0076,160.054,346000
92,"Juke Dat Juke Dat","DJ Rashad/DJ Gant-Man","bass music/fluxwork/outsider house",25,0.0739,0.913,0.785,0.0959,0.0176,6.429,0.222,0.000756,150.016,182333
93,"Tape 4 Fears","Achterbahn D'Amour","dub techno/float house/microhouse/minimal tech house/minimal techno/outsider house/tech house",10,0.809,0.799,0.696,0.0555,0.916,8.124,0.0591,0.000102,119.98,422933
94,Kata,"Kate NV","fluxwork/glitch/outsider house",25,0.739,0.799,0.646,0.102,0.016,9.123,0.0264,0.593,104.987,348571
95,Meditation,Babyfather/Arca,"deep house/deep soul house/float house/minimal tech house/outsider house",33,0.447,0.686,0.555,0.112,0.721,9.619,0.0942,0.0912,132.878,321615
96,"Harm Autumn",1991,"bass music/deep house/deep soul house/float house/future garage/indie jazz/minimal tech house/outsider house/tech house",12,0.183,0.268,0.207,0.103,0.958,23.559,0.0402,0.965,141.359,378240
97,Weight,UMFANG,"outsider house",34,0.265,0.778,0.39,0.088,0.958,16.445,0.11,0.843,135.033,271237
98,"In the Mode for Love","Steve Summers","bass music/fluxwork/future garage/minimal dubstep/outsider house/vogue",5,0.528,0.724,0.665,0.0866,0.865,9.595,0.0878,0.00522,121.032,265827
99,"From the Valley","Route 8","bass music",48,0.929,0.802,0.88,0.0814,0.878,9.161,0.063,1.3E-5,120.968,455223
100,"Touch me & die","Kara-Lis Coverdale","breakcore/digital hardcore/drill and bass/mandible/outsider house",35,0.802,0.474,0.185,0.131,0.366,16.389,0.0679,0.992,179.772,210000
101,"Heal Me","Pearson Sound","art pop/bass music/electronic/float house/fluxwork/future garage/intelligent dance music/mandible/microhouse/minimal techno/outsider house",43,0.0367,0.794,0.527,0.101,0.887,11.692,0.0574,0.0239,121.011,352793
102,Hunted,Lotic,"bass music/fluxwork/mandible/outsider house",31,0.36,0.571,0.86,0.571,0.00279,5.164,0.176,0.264,80.01,194000
103,"This life","Tim Hecker","float house/outsider house",47,0.0362,0.0606,0.426,0.245,0.515,10.873,0.0381,0.356,62.09,522094
104,Haunting,"Greg Beato","acid house/chicago house/deep house/detroit techno/dub techno/electro/float house/fluxwork/intelligent dance music/microhouse/minimal techno/outsider house/techno",11,0.0691,0.635,0.916,0.103,0.847,6.396,0.0585,0.001,126.539,382534
105,"Mystery Of Love","Mr. Fingers","float house/fluxwork/microhouse/outsider house",45,0.565,0.767,0.686,0.111,0.91,10.476,0.0461,0.0681,114.07,430576
106,Unbennant,Yør,"fluxwork/outsider house",1,0.188,0.573,0.92,0.151,0.88,9.724,0.0875,0.102,124.04,201878
107,"Cindy Savalas","Palmbomen II","bass music/dub techno/fluxwork/mandible/microhouse/outsider house",32,0.584,0.862,0.576,0.11,0.814,5.737,0.0678,0.13,117.992,411942
108,"Superior Race",Dopplereffekt,"outsider house",34,0.109,0.54,0.624,0.0738,0.83,12.071,0.212,0.0037,134.358,190107
109,"Red Machine","Robert Hood","float house/fluxwork/outsider house",43,0.36,0.605,0.807,0.0877,0.728,10.032,0.0447,0.000157,128.999,336675
110,Nativity,"Elysia Crampton","bass music/float house/fluxwork/microhouse/outsider house",23,0.548,0.537,0.931,0.429,0.927,5.338,0.0759,0.000179,86.003,145622
111,SOTRS,"Caterina Barbieri","bass music/broken beat/detroit techno/drum and bass/dub techno/dubstep/electro/float house/fluxwork/future garage/intelligent dance music/microhouse/minimal tech house/minimal techno/outsider house/tech house/techno/uk garage/wonky",34,0.0406,0.341,0.312,0.109,0.811,14.139,0.0335,0.567,159.215,570000
112,"Sand and Sea",Deepchord,"acid house/chicago house/deep house/deep soul house/detroit techno/electro/float house/minimal tech house/outsider house/tech house/techno",28,0.0474,0.343,0.378,0.0802,0.8,19.321,0.0436,0.0197,75.042,402005
113,"Knights & Bishops","Ancient Methods","dub techno/float house/mandible/minimal dub/outsider house",32,0.46,0.574,0.944,0.134,0.79,8.852,0.0668,0.000246,128.008,318977
114,Hugo,"Eric Copeland","outsider house",20,0.645,0.795,0.504,0.0944,0.911,13.656,0.0964,0.18,179.318,274756
115,Her,Zomby,"float house/fluxwork/mandible/microhouse/outsider house",40,0.156,0.583,0.555,0.124,0.557,9.243,0.0275,0.0865,105.981,291867
116,"The Pure and the Damned","Oneohtrix Point Never/Iggy Pop","bass music/float house/fluxwork/future garage/minimal dub/outsider house",49,0.0394,0.258,0.191,0.0831,0.805,15.52,0.0341,0.359,103.286,269462
117,"Comeback Dust - Legowelt Remix",L.I.E.S.,"bass music/float house/fluxwork/future garage/microhouse/minimal techno/outsider house/substep/wonky",4,0.961,0.808,0.876,0.0293,0.128,8.672,0.172,0.15,125.994,396455
118,"An Intention","Kaitlyn Aurelia Smith","ambient/art pop/drone/fluxwork/fourth world/mandible/outsider house/sound art/vaporwave",42,0.107,0.284,0.366,0.105,0.183,9.028,0.0313,0.214,131.507,240587
119,"Beyond the Yellow-Spotted Bamboo (Substance Remix)","Rainforest Spiritual Enslavement/Substance","chinese electronic/escape room/fluxwork/mandible/outsider house",16,0.286,0.778,0.337,0.111,0.801,12.139,0.134,0.0214,120,424000
120,"Blood Witness - Original 12"" Mix",Regis,"outsider house",27,0.138,0.76,0.951,0.278,0.829,5.999,0.0436,4.21E-5,130.984,384594
121,"Bilocation Drift","S. English","ambient/art pop/chamber psych/chillwave/compositional ambient/drift/drone/dub techno/experimental pop/fluxwork/fourth world/freak folk/hauntology/intelligent dance music/mandible/microhouse/minimal techno/outsider house/sound art/vaporwave/warm drone",4,0.155,0.986,0.464,0.062,0.904,8.298,0.226,0.00298,115.003,287769
122,"Roll with the Punches",Peverelist,"ambient/art pop/compositional ambient/dark jazz/detroit techno/drone/dub techno/electronic/experimental/fluxwork/fourth world/freak folk/intelligent dance music/mandible/microhouse/minimal techno/outsider house/sound art/warm drone",30,0.287,0.666,0.63,0.118,0.822,12.758,0.138,0.033,137.89,404347
123,mirrage,Autechre,"bass music/drone/dub techno/fluxwork/hauntology/intelligent dance music/mandible/microhouse/outsider house",28,0.0351,0.233,0.276,0.247,0.954,22.511,0.0492,0.992,71.13,381600
124,"Missing You","Larry Heard","art pop/chamber psych/detroit techno/electro/electronic/float house/fluxwork/mandible/microhouse/minimal techno/outsider house",37,0.408,0.562,0.561,0.108,0.000107,13.072,0.0301,0.015,115.987,396544
125,"Face to Face",Daphni,"fluxwork/mandible/outsider house",47,0.946,0.812,0.491,0.0682,0.554,15.422,0.0515,0.00152,120.044,342672
126,Axolotl,"doon kanda","art pop/bass music/escape room/finnish electronic/fluxwork/mandible/outsider house",35,0.809,0.778,0.792,0.0692,0.961,10.405,0.1,0.361,130.273,172016
127,"World Class","DJ Sports","dub techno/float house/minimal dub/minimal techno/outsider house/techno",28,0.797,0.658,0.682,0.13,0.794,8.84,0.0565,0.00263,152.013,369789
128,"Stairfoot Lane Bunker - Minor Science Remix","Special Request/Minor Science","acid house/detroit techno/dub techno/electro/intelligent dance music/mandible/microhouse/minimal dub/minimal techno/outsider house/techno",41,0.32,0.677,0.804,0.576,0.918,7.025,0.165,0.0167,165.003,340637
129,Strobe,Powell,"ambient/art pop/bass music/compositional ambient/dark jazz/drone/dub techno/electronic/electronica/float house/fluxwork/fourth world/glitch/intelligent dance music/mandible/microhouse/minimal techno/ninja/outsider house/sound art/warm drone",31,0.3,0.623,0.622,0.085,0.875,18.409,0.0441,0.802,100.012,242125
130,"Mystic Motion",Simoncino,"detroit techno/dub techno/electro/float house/intelligent dance music/microhouse/minimal techno/outsider house/techno",4,0.805,0.663,0.541,0.249,0.862,18.787,0.0396,0.0226,122.096,312000
131,IKB,"Fort Romeau","fluxwork/mandible/outsider house",45,0.787,0.655,0.147,0.2,0.916,20.958,0.0421,0.994,134.994,129883
132,"Fade Away (Vocal)",Baltra,"bass music/float house/outsider house",43,0.194,0.821,0.62,0.0761,0.866,11.307,0.0919,0.277,124.989,417704
133,"Search. Reveal.",M.E.S.H.,"art pop/escape room/experimental pop/fluxwork/outsider house",21,0.248,0.556,0.683,0.069,0.107,7.06,0.218,0.00255,122.003,379851
134,Clusters,"Carla dal Forno","bass music/float house/fluxwork/future garage/outsider house",38,0.208,0.569,0.299,0.117,0.719,11.916,0.0313,0.882,75.011,269424
135,"Just Drift","Beta Librae","acid house/detroit techno/dub techno/german techno/intelligent dance music/microhouse/minimal techno/outsider house/techno",17,0.18,0.812,0.793,0.101,0.876,7.972,0.0385,0.0185,120.198,354743
136,Rosite,Vereker,"ambient/art pop/fluxwork/fourth world/mandible/outsider house/vaporwave",2,0.293,0.749,0.885,0.298,0.0191,8.701,0.343,0.106,126.048,403050
137,"Ghetto 972","TX Connect","float house/fluxwork/outsider house",6,0.434,0.696,0.893,0.111,0.553,9.567,0.063,0.449,128.915,380112
138,Control,Shifted,"art pop/chamber psych/escape room/experimental pop/fluxwork/freak folk/mandible/outsider house",30,0.43,0.703,0.846,0.117,0.897,8.661,0.0794,0.146,127.001,426780
139,X,"Sensate Focus","fluxwork/outsider house",2,0.734,0.807,0.742,0.0375,0.914,10.459,0.0695,0.000176,126.981,567901
140,Jaded,Lone,"deep soul house/outsider house",42,0.0869,0.642,0.286,0.105,0.737,19.865,0.0389,0.738,94.998,289083
141,"Workaholic Paranoid Bitch - Nina Kraviz Workaholic Remix","Marie Davidson/Nina Kraviz","mandible/outsider house",42,0.709,0.75,0.939,0.102,0.727,8.817,0.0661,2.31E-5,145.002,308233
